#timestamp x y z qx qy qz qw
1341847981.826678 -0.578954 2.726139 1.727731 0.013751 0.859662 -0.510140 -0.023432
1341847981.862719 -0.568366 2.730811 1.719347 0.014095 0.859160 -0.510934 -0.024311
1341847982.027112 -0.539034 2.724768 1.730878 0.012516 0.862572 -0.505134 -0.025541
1341847982.094786 -0.535272 2.731660 1.727410 0.009723 0.860917 -0.508002 -0.025719
1341847982.194674 -0.527238 2.734330 1.731697 0.008992 0.859638 -0.510343 -0.022163
1341847982.294994 -0.515084 2.728339 1.734573 0.011513 0.859797 -0.509659 -0.029381
1341847982.330655 -0.500628 2.720752 1.725530 0.014945 0.858168 -0.512156 -0.031940
1341847982.398909 -0.499369 2.724047 1.745633 0.017509 0.857425 -0.513685 -0.025360
1341847982.462624 -0.500703 2.726911 1.747527 0.020126 0.856428 -0.515172 -0.026896
1341847982.498616 -0.492455 2.731030 1.739919 0.022340 0.855601 -0.516308 -0.029542
1341847982.566660 -0.491820 2.730312 1.749046 0.024984 0.857741 -0.512563 -0.030576
1341847982.598726 -0.485434 2.725600 1.746016 0.027481 0.858954 -0.510220 -0.033443
1341847982.666620 -0.474097 2.720432 1.748437 0.031723 0.860114 -0.507739 -0.037384
1341847982.698638 -0.463033 2.723239 1.744869 0.033784 0.860235 -0.507080 -0.041522
1341847982.766706 -0.446924 2.710490 1.746863 0.038155 0.860698 -0.505489 -0.047162
1341847982.798737 -0.445496 2.713478 1.737535 0.040264 0.859621 -0.507176 -0.046932
1341847982.866670 -0.404739 2.697773 1.744962 0.044184 0.858633 -0.507986 -0.052425
1341847982.898700 -0.401093 2.709251 1.741445 0.045561 0.856948 -0.510964 -0.049806
1341847982.998783 -0.372760 2.715763 1.730562 0.046399 0.857486 -0.510217 -0.047357
1341847983.102757 -0.350580 2.705515 1.736413 0.047338 0.860360 -0.505285 -0.047187
1341847983.202653 -0.315786 2.707076 1.736917 0.049753 0.859263 -0.507172 -0.044364
1341847983.302701 -0.290028 2.703919 1.738650 0.051089 0.862289 -0.501718 -0.046118
1341847983.402670 -0.240377 2.696958 1.728265 0.056169 0.860732 -0.502876 -0.055689
1341847983.502767 -0.230249 2.695834 1.737170 0.055096 0.861545 -0.501757 -0.054256
1341847983.602741 -0.198700 2.689680 1.741332 0.056619 0.861385 -0.501002 -0.061710
1341847983.702857 -0.160706 2.699348 1.734515 0.060670 0.856698 -0.508248 -0.063814
1341847983.806672 -0.119452 2.696512 1.752833 0.063696 0.856417 -0.508399 -0.063427
1341847983.906692 -0.072079 2.710014 1.734277 0.067981 0.851587 -0.516383 -0.059383
